booking_id,client_id,booking_date,course_name,course_category,number_of_participants,revenue,payment_date,payment_status
B02434,C0289,2023-10-04,HR Management Essentials,Human Resources,3,26901,2023-10-27,Overdue
B02435,C0289,2023-12-02,Critical Thinking,Personal Development,5,19210,2023-12-21,Paid
B02436,C0289,2024-01-29,ISO 9001 Quality Management,Compliance & Quality,7,59493,2024-02-26,Overdue
B02437,C0289,2024-03-25,Negotiation Skills,Communication Skills,5,25520,2024-04-09,Paid
B02438,C0289,2024-05-07,Advanced Excel,Administration,6,34962,2024-05-21,Paid
B02439,C0289,2024-06-16,Generative AI Essentials,AI & Technology,7,53886,2024-06-24,Paid
B02440,C0289,2024-08-10,Time Management,Personal Development,3,12102,2024-08-13,Paid
B02441,C0289,2024-10-04,Conflict Resolution,Communication Skills,10,43430,2024-10-04,Paid
B02442,C0289,2024-11-18,Change Management,Leadership & Management,5,45435,2024-12-17,Overdue
B02443,C0289,2025-01-13,Sales Fundamentals,Sales & Marketing,10,62810,2025-02-08,Overdue
B02444,C0289,2025-03-05,Key Account Management,Sales & Marketing,8,46520,2025-03-13,Paid
B02445,C0289,2025-04-25,Executive Leadership,Leadership & Management,8,88080,2025-05-14,Paid
B02446,C0289,2025-06-08,PMP Certification Prep,Project Management,9,104229,2025-06-20,Paid
B02447,C0289,2025-07-18,Internal Audit,Finance & Accounting,3,22932,2025-07-23,Paid
B02448,C0289,2025-09-15,Agile & Scrum Fundamentals,Project Management,7,99582,2025-10-10,Pending
B02449,C0289,2025-11-02,Team Management Essentials,Leadership & Management,3,27816,2025-11-05,Paid
B02450,C0289,2025-12-24,Data Literacy for Leaders,AI & Technology,10,73930,2025-12-28,Paid
B02451,C0290,2023-05-29,Executive Leadership,Leadership & Management,2,15824,2023-06-08,Paid
B02452,C0290,2023-08-22,Emotional Intelligence,Personal Development,6,24984,2023-09-04,Paid
B02453,C0290,2023-11-08,Compensation & Benefits,Human Resources,5,34510,2023-11-27,Paid
B02454,C0290,2024-01-20,Time Management,Personal Development,6,31578,2024-01-31,Paid
B02455,C0290,2024-04-29,Compensation & Benefits,Human Resources,4,24376,2024-05-16,Paid
B02456,C0290,2024-07-31,Prompt Engineering for Professionals,AI & Technology,7,89215,2024-08-07,Paid
B02457,C0290,2024-10-29,Prince2 Foundation,Project Management,8,77312,2024-11-15,Paid
B02458,C0291,2024-01-02,Prince2 Foundation,Project Management,4,39220,2024-01-10,Paid
B02459,C0291,2024-01-19,PMP Certification Prep,Project Management,2,19912,2024-02-09,Overdue
B02460,C0291,2024-02-21,Complaint Handling,Customer Service,8,38616,2024-02-27,Paid
B02461,C0291,2024-03-30,Employee Relations,Human Resources,3,28410,2024-04-01,Paid
B02462,C0291,2024-05-03,Customer Service Excellence,Customer Service,9,43308,2024-05-07,Paid
B02463,C0291,2024-05-26,Virtual Team Building,Team Building,8,59872,2024-06-14,Paid
B02464,C0291,2024-07-05,Leadership Team Offsite,Team Building,8,32752,2024-07-22,Paid
B02465,C0291,2024-08-04,Leadership Team Offsite,Team Building,6,29040,2024-09-01,Overdue
B02466,C0291,2024-08-22,Complaint Handling,Customer Service,10,37410,2024-09-01,Paid
B02467,C0291,2024-09-09,Strategic Leadership,Leadership & Management,9,100413,2024-09-28,Paid
B02468,C0291,2024-10-01,Conflict Resolution,Communication Skills,9,53856,2024-10-07,Paid
B02469,C0291,2024-11-12,Negotiation Skills,Communication Skills,4,25524,2024-11-14,Paid
B02470,C0291,2024-12-10,Time Management,Personal Development,8,29512,2025-01-04,Overdue
B02471,C0291,2025-01-01,Performance Appraisal,Human Resources,5,36435,2025-01-12,Paid
B02472,C0291,2025-01-23,Email Writing Mastery,Communication Skills,6,27108,2025-02-14,Overdue
B02473,C0291,2025-02-21,Employee Relations,Human Resources,8,67672,2025-03-21,Overdue
B02474,C0291,2025-03-27,Strategic Leadership,Leadership & Management,5,37645,2025-04-10,Paid
B02475,C0292,2024-06-03,Complaint Handling,Customer Service,3,14373,2024-06-11,Paid
B02476,C0292,2024-07-25,Presentation Skills,Communication Skills,5,23010,2024-08-05,Paid
B02477,C0292,2024-09-21,HR Analytics,Human Resources,9,59823,2024-09-26,Paid
B02478,C0292,2024-11-11,Employee Relations,Human Resources,10,71850,2024-11-27,Paid
B02479,C0292,2025-01-01,Risk & Compliance,Compliance & Quality,5,36485,2025-01-13,Paid
B02480,C0292,2025-02-22,Negotiation Skills,Communication Skills,2,13230,2025-03-01,Paid
B02481,C0292,2025-04-03,Performance Management,Leadership & Management,4,31024,2025-04-22,Paid
B02482,C0292,2025-05-28,Business Writing,Administration,10,31490,2025-06-05,Paid
B02483,C0292,2025-07-20,Performance Management,Leadership & Management,10,77260,2025-08-03,Paid
B02484,C0292,2025-09-21,Risk Management,Project Management,6,54960,2025-10-18,Overdue
B02485,C0292,2025-11-14,Finance for Non-Finance,Finance & Accounting,4,33504,2025-11-27,Paid
B02486,C0293,2025-01-05,Executive Leadership,Leadership & Management,4,37444,2025-01-22,Paid
B02487,C0293,2025-03-03,Digital Marketing,Sales & Marketing,8,69320,2025-03-08,Paid
B02488,C0293,2025-05-04,Compensation & Benefits,Human Resources,2,18616,2025-06-03,Pending
B02489,C0293,2025-07-25,Time Management,Personal Development,3,9825,2025-08-18,Pending
B02490,C0293,2025-09-20,Finance for Non-Finance,Finance & Accounting,4,43496,2025-09-23,Paid
B02491,C0294,2024-07-30,Prince2 Foundation,Project Management,23,238579,2024-08-25,Pending
B02492,C0294,2024-09-21,Key Account Management,Sales & Marketing,31,228315,2024-09-22,Paid
B02493,C0294,2024-10-31,Email Writing Mastery,Communication Skills,19,67564,2024-11-01,Paid
B02494,C0294,2024-12-22,Digital Marketing,Sales & Marketing,19,136724,2024-12-26,Paid
B02495,C0294,2025-01-25,Compensation & Benefits,Human Resources,34,272136,2025-02-05,Paid
B02496,C0294,2025-02-27,Digital Transformation,AI & Technology,23,201112,2025-03-06,Paid
B02497,C0294,2025-04-14,Sales Fundamentals,Sales & Marketing,20,134440,2025-04-17,Paid
B02498,C0294,2025-06-11,Advanced Excel,Administration,22,77836,2025-07-01,Paid
B02499,C0294,2025-07-15,Time Management,Personal Development,16,44512,2025-07-27,Paid
B02500,C0294,2025-08-20,Project Planning & Execution,Project Management,15,131985,2025-09-03,Paid
B02501,C0294,2025-10-13,AI for Business Leaders,AI & Technology,30,307260,2025-11-06,Overdue
B02502,C0294,2025-11-11,Data Literacy for Leaders,AI & Technology,32,338592,2025-11-23,Paid
B02503,C0295,2024-07-22,Customer Service Excellence,Customer Service,4,20240,2024-08-18,Overdue
B02504,C0295,2024-08-31,Project Planning & Execution,Project Management,2,19388,2024-09-02,Paid
B02505,C0295,2024-10-24,Time Management,Personal Development,7,29554,2024-10-27,Paid
B02506,C0295,2024-12-11,Time Management,Personal Development,8,36536,2024-12-23,Paid
B02507,C0295,2025-01-27,Budgeting & Forecasting,Finance & Accounting,7,46865,2025-02-06,Paid
B02508,C0295,2025-03-19,Strategic Marketing,Sales & Marketing,5,40365,2025-03-19,Paid
B02509,C0295,2025-05-13,Performance Appraisal,Human Resources,8,73392,2025-06-02,Paid
B02510,C0295,2025-07-04,Leadership Team Offsite,Team Building,4,23368,2025-07-31,Pending
B02511,C0295,2025-08-14,Problem Solving,Personal Development,6,27738,2025-08-21,Paid
B02512,C0295,2025-10-06,Risk Management,Project Management,2,19720,2025-11-03,Overdue
B02513,C0295,2025-11-12,HR Analytics,Human Resources,9,68715,2025-11-26,Paid
B02514,C0296,2021-06-09,Financial Analysis,Finance & Accounting,7,48545,2021-06-20,Paid
B02515,C0296,2021-08-10,Sales Fundamentals,Sales & Marketing,8,69064,2021-08-30,Paid
B02516,C0296,2021-10-01,Complaint Handling,Customer Service,3,16350,2021-10-10,Paid
B02517,C0296,2021-12-01,Presentation Skills,Communication Skills,10,48950,2021-12-16,Paid
B02518,C0296,2022-02-17,Team Management Essentials,Leadership & Management,9,67995,2022-02-28,Paid
B02519,C0296,2022-04-07,Business Communication,Communication Skills,5,23855,2022-05-06,Pending
B02520,C0296,2022-06-01,Leadership Excellence Program,Leadership & Management,3,24585,2022-06-24,Overdue
B02521,C0296,2022-08-18,Executive Leadership,Leadership & Management,2,22346,2022-08-24,Paid
B02522,C0296,2022-10-09,Critical Thinking,Personal Development,10,38420,2022-10-09,Paid
B02523,C0296,2022-12-24,Service Quality Management,Customer Service,8,34944,2023-01-18,Overdue
B02524,C0296,2023-03-02,Presentation Skills,Communication Skills,7,32669,2023-03-13,Paid
B02525,C0296,2023-05-18,Executive Leadership,Leadership & Management,10,100270,2023-05-21,Paid
B02526,C0296,2023-07-08,Service Quality Management,Customer Service,9,42975,2023-08-01,Pending
B02527,C0297,2025-11-26,Conflict Resolution,Communication Skills,20,105480,2025-12-18,Overdue
B02528,C0298,2021-08-13,Talent Acquisition,Human Resources,23,162863,2021-08-19,Paid
B02529,C0298,2021-09-28,Customer Service Excellence,Customer Service,14,56490,2021-10-15,Paid
B02530,C0298,2021-11-09,Digital Transformation,AI & Technology,18,125838,2021-11-09,Paid
B02531,C0298,2021-12-21,Change Management,Leadership & Management,15,93150,2021-12-29,Paid
B02532,C0298,2022-02-21,Team Building Workshop,Team Building,25,153475,2022-02-23,Paid
B02533,C0298,2022-04-29,Employee Relations,Human Resources,24,198840,2022-05-04,Paid
B02534,C0298,2022-06-12,Office Management,Administration,25,84275,2022-06-14,Paid
B02535,C0298,2022-07-22,Executive Assistant Excellence,Administration,24,100008,2022-08-10,Paid
B02536,C0298,2022-09-17,Team Building Workshop,Team Building,21,133581,2022-10-02,Paid
B02537,C0298,2022-11-06,HR Analytics,Human Resources,20,145960,2022-11-27,Overdue
B02538,C0298,2022-12-22,AI for Business Leaders,AI & Technology,14,142436,2023-01-12,Overdue
B02539,C0298,2023-02-10,Risk & Compliance,Compliance & Quality,17,127925,2023-03-08,Pending
B02540,C0298,2023-03-27,Complaint Handling,Customer Service,25,87400,2023-04-06,Paid
B02541,C0298,2023-05-05,Key Account Management,Sales & Marketing,19,113734,2023-05-28,Overdue
B02542,C0298,2023-06-13,Executive Leadership,Leadership & Management,19,147117,2023-06-16,Paid
B02543,C0298,2023-07-30,Internal Control Systems,Compliance & Quality,14,137396,2023-08-06,Paid
B02544,C0298,2023-09-06,ISO 9001 Quality Management,Compliance & Quality,17,130577,2023-09-20,Paid
B02545,C0298,2023-11-13,Risk Management,Project Management,13,151515,2023-11-30,Paid
B02546,C0298,2023-12-25,Key Account Management,Sales & Marketing,21,119406,2024-01-17,Overdue
B02547,C0299,2025-12-10,Performance Management,Leadership & Management,5,41650,2025-12-29,Paid
B02548,C0300,2024-05-18,Customer Service Excellence,Customer Service,9,28125,2024-05-28,Paid
B02549,C0300,2024-07-26,Negotiation Skills,Communication Skills,3,14283,2024-08-02,Paid
B02550,C0300,2024-09-19,Strategic Marketing,Sales & Marketing,9,79200,2024-10-19,Overdue
B02551,C0300,2024-12-02,Prompt Engineering for Professionals,AI & Technology,5,49100,2024-12-15,Paid
B02552,C0300,2025-02-13,Compensation & Benefits,Human Resources,6,41976,2025-03-04,Paid
B02553,C0300,2025-03-31,Risk & Compliance,Compliance & Quality,4,39012,2025-04-05,Paid
B02554,C0300,2025-05-28,Time Management,Personal Development,7,38010,2025-06-09,Paid
B02555,C0300,2025-07-24,Performance Management,Leadership & Management,3,23016,2025-07-26,Paid
B02556,C0300,2025-10-03,ISO 9001 Quality Management,Compliance & Quality,2,16458,2025-10-20,Paid
B02557,C0300,2025-11-30,Complaint Handling,Customer Service,9,30402,2025-12-29,Pending
B02558,C0301,2023-02-11,Office Management,Administration,10,52930,2023-03-01,Paid
B02559,C0301,2023-03-03,Performance Management,Leadership & Management,5,41765,2023-03-31,Overdue
B02560,C0301,2023-03-19,Business Communication,Communication Skills,6,21954,2023-04-06,Paid
B02561,C0301,2023-04-07,Performance Management,Leadership & Management,5,35005,2023-05-03,Pending
B02562,C0301,2023-05-01,ISO 9001 Quality Management,Compliance & Quality,7,71407,2023-05-27,Overdue
B02563,C0301,2023-06-11,PMP Certification Prep,Project Management,9,115740,2023-06-20,Paid
B02564,C0301,2023-07-07,Emotional Intelligence,Personal Development,13,36387,2023-08-02,Overdue
B02565,C0301,2023-08-12,Project Planning & Execution,Project Management,6,70722,2023-08-31,Paid
B02566,C0302,2024-06-26,Team Management Essentials,Leadership & Management,11,91377,2024-07-17,Pending
B02567,C0302,2024-08-24,Business Writing,Administration,12,54600,2024-09-04,Paid
B02568,C0302,2024-10-20,Key Account Management,Sales & Marketing,9,55818,2024-11-09,Paid
B02569,C0302,2024-12-10,Advanced Excel,Administration,11,48730,2025-01-04,Pending
B02570,C0302,2025-01-17,ISO 9001 Quality Management,Compliance & Quality,9,87075,2025-01-23,Paid
B02571,C0302,2025-03-08,Compensation & Benefits,Human Resources,12,67404,2025-03-30,Pending
B02572,C0302,2025-05-01,Team Management Essentials,Leadership & Management,6,44886,2025-05-19,Paid
B02573,C0302,2025-06-12,Agile & Scrum Fundamentals,Project Management,7,62174,2025-06-26,Paid
B02574,C0302,2025-08-08,Project Planning & Execution,Project Management,7,97440,2025-08-10,Paid
B02575,C0303,2025-05-03,Prompt Engineering for Professionals,AI & Technology,17,178976,2025-05-18,Paid
B02576,C0303,2025-08-07,Complaint Handling,Customer Service,23,68448,2025-09-05,Overdue
B02577,C0304,2024-03-21,Team Management Essentials,Leadership & Management,6,61146,2024-03-26,Paid
B02578,C0304,2024-05-16,Internal Control Systems,Compliance & Quality,9,97173,2024-06-06,Overdue
B02579,C0304,2024-07-21,ISO 9001 Quality Management,Compliance & Quality,7,74781,2024-07-25,Paid
B02580,C0304,2024-09-19,Internal Control Systems,Compliance & Quality,7,73213,2024-10-10,Overdue
B02581,C0304,2024-11-25,Leadership Team Offsite,Team Building,4,16120,2024-12-22,Pending
B02582,C0304,2025-01-25,HR Analytics,Human Resources,8,51048,2025-02-09,Paid
B02583,C0304,2025-04-01,Business Communication,Communication Skills,4,14688,2025-04-29,Pending
B02584,C0304,2025-05-28,Compensation & Benefits,Human Resources,10,72020,2025-06-12,Paid
B02585,C0304,2025-07-23,Finance for Non-Finance,Finance & Accounting,5,39890,2025-08-05,Paid
B02586,C0305,2025-02-12,Advanced Excel,Administration,20,102300,2025-02-23,Paid
B02587,C0305,2025-06-06,Business Communication,Communication Skills,10,33380,2025-06-21,Paid
B02588,C0305,2025-09-19,Innovation Workshop,Team Building,16,66144,2025-09-23,Paid
B02589,C0306,2023-09-06,Key Account Management,Sales & Marketing,6,43044,2023-09-18,Paid
B02590,C0306,2023-12-30,AI for Business Leaders,AI & Technology,5,50315,2024-01-23,Pending
B02591,C0306,2024-04-19,Sales Fundamentals,Sales & Marketing,10,52590,2024-05-06,Paid
B02592,C0306,2024-08-08,Leadership Team Offsite,Team Building,9,37638,2024-08-17,Paid
B02593,C0307,2025-03-20,Change Management,Leadership & Management,9,93762,2025-04-18,Overdue
B02594,C0307,2025-05-03,Time Management,Personal Development,5,21450,2025-05-29,Pending
B02595,C0307,2025-06-18,Service Quality Management,Customer Service,6,25374,2025-07-16,Pending
B02596,C0307,2025-08-13,Internal Control Systems,Compliance & Quality,5,58735,2025-08-21,Paid
B02597,C0308,2024-11-03,Change Management,Leadership & Management,9,102456,2024-11-29,Overdue
B02598,C0308,2024-12-12,Strategic Leadership,Leadership & Management,13,105053,2025-01-05,Pending
B02599,C0308,2025-01-11,Strategic Marketing,Sales & Marketing,14,69888,2025-01-28,Paid
B02600,C0308,2025-02-04,Executive Assistant Excellence,Administration,13,51675,2025-02-28,Pending
B02601,C0308,2025-03-06,Compensation & Benefits,Human Resources,11,77561,2025-03-29,Overdue
B02602,C0308,2025-04-28,HR Management Essentials,Human Resources,13,95979,2025-05-04,Paid
B02603,C0308,2025-06-16,Leadership Excellence Program,Leadership & Management,15,134100,2025-06-18,Paid
B02604,C0308,2025-07-23,Business Communication,Communication Skills,15,57435,2025-08-22,Overdue
B02605,C0308,2025-08-22,Strategic Leadership,Leadership & Management,6,48378,2025-09-20,Overdue
B02606,C0308,2025-09-26,Prince2 Foundation,Project Management,15,132510,2025-10-17,Overdue
B02607,C0308,2025-10-19,Customer Service Excellence,Customer Service,7,33222,2025-10-25,Paid
B02608,C0308,2025-11-24,Team Building Workshop,Team Building,7,38360,2025-11-27,Paid
B02609,C0308,2025-12-18,Leadership Team Offsite,Team Building,9,47403,2026-01-04,Paid
B02610,C0309,2021-05-05,Leadership Excellence Program,Leadership & Management,17,108953,2021-05-29,Overdue
B02611,C0309,2021-07-20,HR Management Essentials,Human Resources,13,100919,2021-08-03,Paid
B02612,C0309,2021-09-10,Business Communication,Communication Skills,13,61308,2021-10-04,Overdue
B02613,C0309,2021-11-25,Key Account Management,Sales & Marketing,13,77025,2021-12-16,Overdue
B02614,C0310,2025-02-11,Team Building Workshop,Team Building,15,98565,2025-03-12,Pending
B02615,C0310,2025-03-25,Change Management,Leadership & Management,20,139280,2025-04-04,Paid
B02616,C0310,2025-04-13,Prince2 Foundation,Project Management,31,386756,2025-05-05,Pending
B02617,C0310,2025-05-11,Digital Marketing,Sales & Marketing,35,191555,2025-05-11,Paid
B02618,C0310,2025-06-02,Business Communication,Communication Skills,27,154818,2025-06-26,Overdue
B02619,C0310,2025-07-01,PMP Certification Prep,Project Management,31,378231,2025-07-26,Overdue
B02620,C0310,2025-08-12,Performance Appraisal,Human Resources,20,115220,2025-08-31,Paid
B02621,C0310,2025-09-04,Critical Thinking,Personal Development,30,137700,2025-09-27,Pending
B02622,C0310,2025-10-08,Virtual Team Building,Team Building,22,138710,2025-10-29,Overdue
B02623,C0310,2025-11-24,Data Literacy for Leaders,AI & Technology,29,238409,2025-12-04,Paid
B02624,C0311,2024-05-19,Problem Solving,Personal Development,20,79920,2024-06-11,Pending
B02625,C0311,2024-06-26,Internal Audit,Finance & Accounting,24,146832,2024-06-30,Paid
B02626,C0311,2024-08-16,PMP Certification Prep,Project Management,13,142051,2024-08-20,Paid
B02627,C0311,2024-09-28,Digital Marketing,Sales & Marketing,25,154400,2024-10-15,Paid
B02628,C0311,2024-11-04,Team Building Workshop,Team Building,20,76320,2024-11-23,Paid
B02629,C0311,2024-12-29,Risk & Compliance,Compliance & Quality,11,89727,2025-01-05,Paid
B02630,C0311,2025-02-15,Budgeting & Forecasting,Finance & Accounting,23,174041,2025-02-16,Paid
B02631,C0311,2025-03-24,PMP Certification Prep,Project Management,11,97790,2025-04-14,Pending
B02632,C0311,2025-05-21,Business Writing,Administration,18,77310,2025-05-25,Paid
B02633,C0311,2025-07-26,Finance for Non-Finance,Finance & Accounting,20,167860,2025-07-28,Paid
B02634,C0311,2025-09-12,AI for Business Leaders,AI & Technology,21,126987,2025-09-27,Paid
B02635,C0312,2021-07-26,AI for Business Leaders,AI & Technology,13,104624,2021-07-29,Paid
B02636,C0312,2021-09-15,PMP Certification Prep,Project Management,18,218646,2021-09-25,Paid
B02637,C0312,2021-10-23,Internal Audit,Finance & Accounting,13,88348,2021-11-10,Paid
B02638,C0312,2021-11-30,Performance Appraisal,Human Resources,12,70860,2021-12-01,Paid
B02639,C0312,2022-01-16,Finance for Non-Finance,Finance & Accounting,19,176567,2022-02-14,Pending
B02640,C0312,2022-03-05,Risk & Compliance,Compliance & Quality,19,186105,2022-03-26,Overdue
B02641,C0312,2022-04-17,PMP Certification Prep,Project Management,22,264814,2022-05-16,Pending
B02642,C0312,2022-06-16,Budgeting & Forecasting,Finance & Accounting,23,141933,2022-07-07,Overdue
B02643,C0312,2022-07-26,Finance for Non-Finance,Finance & Accounting,11,71247,2022-07-28,Paid
B02644,C0312,2022-09-29,PMP Certification Prep,Project Management,10,75430,2022-10-27,Overdue
B02645,C0312,2022-11-10,Team Management Essentials,Leadership & Management,25,211600,2022-11-22,Paid
B02646,C0312,2023-01-16,Generative AI Essentials,AI & Technology,13,95745,2023-01-21,Paid
B02647,C0313,2025-10-13,ISO 9001 Quality Management,Compliance & Quality,5,38355,2025-10-23,Paid
B02648,C0314,2024-08-06,Business Writing,Administration,6,36498,2024-08-31,Pending
B02649,C0314,2024-10-30,Digital Marketing,Sales & Marketing,8,63872,2024-11-21,Pending
B02650,C0314,2025-01-12,Prince2 Foundation,Project Management,15,155220,2025-01-19,Paid
B02651,C0315,2022-08-17,Talent Acquisition,Human Resources,12,84060,2022-08-24,Paid
B02652,C0315,2022-10-17,Executive Leadership,Leadership & Management,11,81598,2022-11-05,Paid
B02653,C0315,2022-12-29,Executive Assistant Excellence,Administration,11,40084,2023-01-24,Overdue
B02654,C0315,2023-02-20,Presentation Skills,Communication Skills,7,36092,2023-03-10,Paid
B02655,C0315,2023-04-24,Customer Service Excellence,Customer Service,14,49714,2023-05-02,Paid
B02656,C0315,2023-07-03,Compensation & Benefits,Human Resources,14,113120,2023-07-31,Pending
B02657,C0315,2023-09-09,Advanced Excel,Administration,11,42482,2023-09-29,Paid
B02658,C0315,2023-11-17,Time Management,Personal Development,12,30648,2023-11-20,Paid
B02659,C0315,2024-01-27,Email Writing Mastery,Communication Skills,14,50960,2024-02-19,Overdue
B02660,C0316,2021-04-04,Executive Assistant Excellence,Administration,8,32336,2021-04-26,Pending
B02661,C0316,2021-07-20,Employee Relations,Human Resources,8,72408,2021-07-21,Paid
B02662,C0316,2021-10-29,Team Building Workshop,Team Building,6,40806,2021-11-10,Paid
B02663,C0316,2022-02-05,Project Planning & Execution,Project Management,8,82120,2022-03-07,Pending
B02664,C0316,2022-04-30,Digital Transformation,AI & Technology,5,59195,2022-05-06,Paid
B02665,C0317,2023-04-09,Risk Management,Project Management,3,33060,2023-04-19,Paid
B02666,C0317,2023-06-30,Customer Service Excellence,Customer Service,8,45608,2023-07-16,Paid
B02667,C0317,2023-09-10,Office Management,Administration,6,31896,2023-10-01,Pending
B02668,C0317,2023-11-28,Critical Thinking,Personal Development,4,15384,2023-12-10,Paid
B02669,C0317,2024-02-11,Presentation Skills,Communication Skills,5,31135,2024-03-09,Pending
B02670,C0317,2024-05-04,Strategic Marketing,Sales & Marketing,9,79983,2024-05-12,Paid
B02671,C0317,2024-07-16,Complaint Handling,Customer Service,2,8064,2024-07-16,Paid
B02672,C0318,2021-12-30,Financial Analysis,Finance & Accounting,19,142443,2022-01-07,Paid
B02673,C0318,2022-01-29,HR Management Essentials,Human Resources,28,217756,2022-01-29,Paid
B02674,C0318,2022-03-24,Digital Marketing,Sales & Marketing,31,138756,2022-04-11,Paid
B02675,C0318,2022-05-20,Sales Fundamentals,Sales & Marketing,26,137904,2022-06-09,Paid
B02676,C0318,2022-07-14,Employee Relations,Human Resources,29,168142,2022-08-05,Overdue
B02677,C0318,2022-08-13,Digital Marketing,Sales & Marketing,27,140076,2022-08-18,Paid
B02678,C0318,2022-10-04,Digital Marketing,Sales & Marketing,22,127028,2022-11-01,Pending
B02679,C0318,2022-11-16,Strategic Leadership,Leadership & Management,22,205326,2022-11-28,Paid
B02680,C0318,2022-12-31,Employee Relations,Human Resources,32,219936,2023-01-20,Paid
B02681,C0318,2023-02-07,Risk Management,Project Management,18,155934,2023-03-02,Overdue
B02682,C0318,2023-03-14,AI for Business Leaders,AI & Technology,23,237544,2023-03-17,Paid
B02683,C0318,2023-04-25,Finance for Non-Finance,Finance & Accounting,31,238204,2023-05-18,Overdue
B02684,C0318,2023-05-27,Strategic Leadership,Leadership & Management,17,168283,2023-06-26,Pending
B02685,C0318,2023-07-23,Compensation & Benefits,Human Resources,24,143448,2023-08-17,Pending
B02686,C0319,2024-01-23,Leadership Excellence Program,Leadership & Management,7,50120,2024-02-02,Paid
B02687,C0319,2024-04-04,Innovation Workshop,Team Building,13,63193,2024-04-22,Paid
B02688,C0319,2024-06-07,Business Communication,Communication Skills,5,27350,2024-06-13,Paid
B02689,C0319,2024-08-09,HR Management Essentials,Human Resources,6,54000,2024-08-18,Paid
B02690,C0319,2024-10-18,Team Building Workshop,Team Building,11,47003,2024-11-09,Overdue
B02691,C0319,2024-12-31,Prompt Engineering for Professionals,AI & Technology,8,93208,2025-01-12,Paid
B02692,C0319,2025-03-02,Executive Assistant Excellence,Administration,14,69188,2025-03-20,Paid
B02693,C0319,2025-05-15,Presentation Skills,Communication Skills,6,30336,2025-05-30,Paid
B02694,C0319,2025-07-04,Emotional Intelligence,Personal Development,8,32024,2025-07-14,Paid
B02695,C0319,2025-09-07,Team Management Essentials,Leadership & Management,10,84340,2025-09-22,Paid
B02696,C0319,2025-11-06,Leadership Team Offsite,Team Building,8,49448,2025-11-16,Paid
B02697,C0320,2022-07-05,Sales Fundamentals,Sales & Marketing,8,57528,2022-07-28,Pending
B02698,C0320,2022-08-26,PMP Certification Prep,Project Management,10,98710,2022-09-17,Pending
B02699,C0320,2022-10-04,Employee Relations,Human Resources,5,34470,2022-10-15,Paid
B02700,C0320,2022-10-26,PMP Certification Prep,Project Management,2,20200,2022-10-26,Paid
B02701,C0320,2022-12-09,Prompt Engineering for Professionals,AI & Technology,8,59880,2022-12-17,Paid
B02702,C0320,2023-01-02,Problem Solving,Personal Development,9,34704,2023-01-04,Paid
B02703,C0320,2023-01-27,Business Communication,Communication Skills,5,30025,2023-01-30,Paid
B02704,C0320,2023-03-08,Performance Management,Leadership & Management,6,71406,2023-03-25,Paid
B02705,C0320,2023-04-27,Virtual Team Building,Team Building,5,20900,2023-05-12,Paid
B02706,C0320,2023-05-23,Business Writing,Administration,6,34296,2023-05-28,Paid
B02707,C0320,2023-06-21,Executive Assistant Excellence,Administration,2,11010,2023-07-17,Pending
B02708,C0320,2023-07-26,ISO 9001 Quality Management,Compliance & Quality,8,77672,2023-07-29,Paid
B02709,C0320,2023-09-13,Performance Management,Leadership & Management,10,100070,2023-09-20,Paid
B02710,C0320,2023-10-06,Digital Transformation,AI & Technology,6,39000,2023-10-19,Paid
B02711,C0320,2023-11-03,Business Writing,Administration,7,34727,2023-11-27,Overdue
B02712,C0321,2021-03-06,Virtual Team Building,Team Building,2,14000,2021-03-11,Paid
B02713,C0321,2021-05-14,Talent Acquisition,Human Resources,5,34045,2021-05-18,Paid
B02714,C0321,2021-08-14,Financial Analysis,Finance & Accounting,9,63009,2021-09-04,Overdue
B02715,C0321,2021-10-25,Employee Relations,Human Resources,4,24512,2021-10-28,Paid
B02716,C0321,2022-01-22,Team Building Workshop,Team Building,5,27505,2022-02-11,Paid
B02717,C0321,2022-04-19,Leadership Team Offsite,Team Building,6,44514,2022-05-10,Overdue
B02718,C0321,2022-06-27,Risk Management,Project Management,3,44487,2022-07-25,Pending
B02719,C0321,2022-09-25,Digital Marketing,Sales & Marketing,8,40248,2022-09-30,Paid
B02720,C0321,2022-12-11,Negotiation Skills,Communication Skills,2,11366,2022-12-16,Paid
B02721,C0321,2023-02-24,Office Management,Administration,8,31552,2023-02-26,Paid
B02722,C0321,2023-05-09,Leadership Team Offsite,Team Building,4,19468,2023-05-11,Paid
B02723,C0321,2023-08-12,Risk Management,Project Management,8,71104,2023-08-25,Paid
B02724,C0321,2023-10-25,Employee Relations,Human Resources,4,28360,2023-11-16,Overdue
B02725,C0321,2024-01-09,Service Quality Management,Customer Service,4,21736,2024-01-26,Paid
B02726,C0322,2024-02-03,Finance for Non-Finance,Finance & Accounting,20,146720,2024-02-22,Paid
B02727,C0322,2024-04-21,Performance Appraisal,Human Resources,10,57820,2024-05-03,Paid
B02728,C0322,2024-07-22,Financial Analysis,Finance & Accounting,22,203566,2024-08-05,Paid
B02729,C0322,2024-10-29,Performance Management,Leadership & Management,13,88816,2024-11-26,Pending
B02730,C0322,2025-02-04,Employee Relations,Human Resources,13,91637,2025-02-19,Paid
B02731,C0322,2025-05-02,Email Writing Mastery,Communication Skills,14,44212,2025-05-18,Paid
B02732,C0323,2024-06-17,Executive Leadership,Leadership & Management,10,101750,2024-07-04,Paid
